date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:57:33	14399/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:57:31%20GMT	https://cognito.co.nz/manual/moneyworks_gst_anatomy_of_the_gst_report.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_anatomy_of_the_gst_report.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:57:36	10350/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:57:36%20GMT	https://cognito.co.nz/manual/moneyworks_gst_reprinting_a_gst_vat_report.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_reprinting_a_gst_vat_report.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:57:39	9190/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:57:38%20GMT	https://cognito.co.nz/manual/moneyworks_gst_changing_the_gst_parameters.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_changing_the_gst_parameters.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:57:42	11061/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:57:42%20GMT	https://cognito.co.nz/manual/moneyworks_gst_filling_out_your_gst_return.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_filling_out_your_gst_return.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:57:45	9388/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:57:44%20GMT	https://cognito.co.nz/manual/moneyworks_gst_determining_the_gst_vat_liability.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_determining_the_gst_vat_liability.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:57:47	10745/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:57:47%20GMT	https://cognito.co.nz/manual/moneyworks_gst_setting_up_customer_accounting.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_setting_up_customer_accounting.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:57:51	9685/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:57:50%20GMT	https://cognito.co.nz/manual/moneyworks_gst_purchasing_prescribed_goods.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_purchasing_prescribed_goods.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:57:54	8842/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:57:53%20GMT	https://cognito.co.nz/manual/moneyworks_gst_selling_prescribed_goods.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_selling_prescribed_goods.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:57:59	9498/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:57:57%20GMT	https://cognito.co.nz/manual/moneyworks_gst_special_tax_code.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_special_tax_code.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:02	9799/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:01%20GMT	https://cognito.co.nz/manual/moneyworks_gst_special_general_ledger_codes.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_special_general_ledger_codes.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:05	9811/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:05%20GMT	https://cognito.co.nz/manual/moneyworks_gst_special_debtor_creditor_code.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_special_debtor_creditor_code.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:08	11665/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:08%20GMT	https://cognito.co.nz/manual/moneyworks_gst_recording_your_postponed_vat.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_recording_your_postponed_vat.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:12	8704/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:11%20GMT	https://cognito.co.nz/manual/moneyworks_gst_the_vat_guide_and_mtd.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_the_vat_guide_and_mtd.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:15	12440/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:14%20GMT	https://cognito.co.nz/manual/moneyworks_gst_using_mtd_in_moneyworks.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_using_mtd_in_moneyworks.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:19	10794/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:17%20GMT	https://cognito.co.nz/manual/moneyworks_gst_hmrc_connect_window.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_hmrc_connect_window.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:22	13144/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:20%20GMT	https://cognito.co.nz/manual/moneyworks_gst_submitting_your_vat.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_submitting_your_vat.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:25	11217/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:23%20GMT	https://cognito.co.nz/manual/moneyworks_gst_using_ird_connect_in_moneyworks.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_using_ird_connect_in_moneyworks.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:28	9176/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:26%20GMT	https://cognito.co.nz/manual/moneyworks_gst_ird_connect_window.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_ird_connect_window.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:33	15130/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:31%20GMT	https://cognito.co.nz/manual/moneyworks_gst_submitting_your_gst.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_submitting_your_gst.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:37	10893/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:35%20GMT	https://cognito.co.nz/manual/moneyworks_gst_activating_and_deactivating_invoicenow.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_activating_and_deactivating_invoicenow.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:40	11088/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:39%20GMT	https://cognito.co.nz/manual/moneyworks_gst_submitting_data_to_gst_invoicenow.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_submitting_data_to_gst_invoicenow.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:42	9430/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:42%20GMT	https://cognito.co.nz/manual/moneyworks_gst_iras_log.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_iras_log.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:45	8621/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:44%20GMT	https://cognito.co.nz/manual/moneyworks_gst_vms_configuration.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_vms_configuration.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:48	12552/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:47%20GMT	https://cognito.co.nz/manual/moneyworks_gst_vms_settings.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_vms_settings.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:51	14930/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:51%20GMT	https://cognito.co.nz/manual/moneyworks_gst_changes_in_moneyworks_operations.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_changes_in_moneyworks_operations.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:55	8816/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:54%20GMT	https://cognito.co.nz/manual/moneyworks_gst_using_e-sdc.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_using_e-sdc.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:58:58	9862/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:58:57%20GMT	https://cognito.co.nz/manual/moneyworks_gst_bypassing_vms.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_bypassing_vms.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:03	9269/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:01%20GMT	https://cognito.co.nz/manual/moneyworks_gst_printing_fiscal_invoices.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_printing_fiscal_invoices.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:06	12251/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:05%20GMT	https://cognito.co.nz/manual/moneyworks_gst_the_sales_tax_report.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_the_sales_tax_report.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:09	8566/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:09%20GMT	https://cognito.co.nz/manual/moneyworks_gst_paying_your_sales_tax.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_paying_your_sales_tax.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:12	11394/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:12%20GMT	https://cognito.co.nz/manual/moneyworks_gst_reversed_tax.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_gst_reversed_tax.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:16	11077/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:15%20GMT	https://cognito.co.nz/manual/moneyworks_budgets_entering_budget_data.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_budgets_entering_budget_data.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:20	12788/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:19%20GMT	https://cognito.co.nz/manual/moneyworks_budgets_navigating_in_the_budget_editor.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_budgets_navigating_in_the_budget_editor.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:24	9743/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:23%20GMT	https://cognito.co.nz/manual/moneyworks_budgets_manipulating_data.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_budgets_manipulating_data.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:29	9119/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:27%20GMT	https://cognito.co.nz/manual/moneyworks_budgets_copying_and_pasting_data.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_budgets_copying_and_pasting_data.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:32	10487/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:31%20GMT	https://cognito.co.nz/manual/moneyworks_budgets_importing_budgets.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_budgets_importing_budgets.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:35	9715/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:35%20GMT	https://cognito.co.nz/manual/moneyworks_budgets_printing_budgets.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_budgets_printing_budgets.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:39	9560/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:38%20GMT	https://cognito.co.nz/manual/moneyworks_budgets_adding_reminder_messages.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_budgets_adding_reminder_messages.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:42	8731/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:41%20GMT	https://cognito.co.nz/manual/moneyworks_budgets_deleting_reminder_messages.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_budgets_deleting_reminder_messages.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:45	10095/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:44%20GMT	https://cognito.co.nz/manual/moneyworks_stock_the_item_file.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_the_item_file.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:49	19455/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:48%20GMT	https://cognito.co.nz/manual/moneyworks_stock_details.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_details.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:52	13737/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:51%20GMT	https://cognito.co.nz/manual/moneyworks_stock_buying_info.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_buying_info.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:55	17783/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:54%20GMT	https://cognito.co.nz/manual/moneyworks_stock_sell_prices.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_sell_prices.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
20:59:59	10984/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2018:59:58%20GMT	https://cognito.co.nz/manual/moneyworks_stock_inventory.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_inventory.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:02	9000/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:01%20GMT	https://cognito.co.nz/manual/moneyworks_stock_history.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_history.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:05	8498/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:04%20GMT	https://cognito.co.nz/manual/moneyworks_stock_costing.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_costing.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:08	14589/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:07%20GMT	https://cognito.co.nz/manual/moneyworks_stock_bill_of_materials.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_bill_of_materials.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:11	12059/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:10%20GMT	https://cognito.co.nz/manual/moneyworks_stock_posting_stock_transactions_without_enable_job_costing_and_time_billing.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_posting_stock_transactions_without_enable_job_costing_and_time_billing.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:14	10049/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:13%20GMT	https://cognito.co.nz/manual/moneyworks_stock_posting_stock_transactions_with_enable_job_costing_and_time_billing.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_posting_stock_transactions_with_enable_job_costing_and_time_billing.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:18	9206/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:17%20GMT	https://cognito.co.nz/manual/moneyworks_stock_negative_stock.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_negative_stock.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:22	9247/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:21%20GMT	https://cognito.co.nz/manual/moneyworks_stock_stock_valuation.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_stock_valuation.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:25	19905/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:24%20GMT	https://cognito.co.nz/manual/moneyworks_stock_entering_a_stock_journal.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_entering_a_stock_journal.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:28	10768/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:27%20GMT	https://cognito.co.nz/manual/moneyworks_stock_overview_of_a_moneyworks_stocktake.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_overview_of_a_moneyworks_stocktake.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:31	10800/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:30%20GMT	https://cognito.co.nz/manual/moneyworks_stock_entering_your_new_stock_counts.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_entering_your_new_stock_counts.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:34	10542/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:33%20GMT	https://cognito.co.nz/manual/moneyworks_stock_committing_the_stocktake.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_committing_the_stocktake.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:39	9283/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:37%20GMT	https://cognito.co.nz/manual/moneyworks_stock_to_complete_the_stocktake.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_to_complete_the_stocktake.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:42	8490/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:42%20GMT	https://cognito.co.nz/manual/moneyworks_stock_stocktake_report.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_stock_stocktake_report.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:46	10267/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:45%20GMT	https://cognito.co.nz/manual/moneyworks_serials_specifying_locations.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_serials_specifying_locations.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:48	11355/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:48%20GMT	https://cognito.co.nz/manual/moneyworks_serials_specifying_locations_on_transactions.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_serials_specifying_locations_on_transactions.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:51	10309/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:51%20GMT	https://cognito.co.nz/manual/moneyworks_serials_specifying_that_a_product_is_to_be_tracked_by_serial_batch.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_serials_specifying_that_a_product_is_to_be_tracked_by_serial_batch.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:55	12204/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:54%20GMT	https://cognito.co.nz/manual/moneyworks_serials_allocating_serial_and_batch_numbers.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_serials_allocating_serial_and_batch_numbers.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:00:57	11159/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:00:57%20GMT	https://cognito.co.nz/manual/moneyworks_serials_assigning_serial_and_batch_numbers_to_sales.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_serials_assigning_serial_and_batch_numbers_to_sales.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:01:00	15417/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:01:00%20GMT	https://cognito.co.nz/manual/moneyworks_orders_entering_a_purchase_order.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_orders_entering_a_purchase_order.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:01:03	12213/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:01:02%20GMT	https://cognito.co.nz/manual/moneyworks_orders_paying_a_deposit_with_order.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_orders_paying_a_deposit_with_order.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:01:08	19486/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:01:05%20GMT	https://cognito.co.nz/manual/moneyworks_orders_receiving_the_goods_and_invoice.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_orders_receiving_the_goods_and_invoice.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:01:10	10351/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:01:09%20GMT	https://cognito.co.nz/manual/moneyworks_orders_a_note_on_deposits.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_orders_a_note_on_deposits.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:01:12	12018/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:01:12%20GMT	https://cognito.co.nz/manual/moneyworks_orders_landing_costs.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_orders_landing_costs.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:01:16	16088/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:01:14%20GMT	https://cognito.co.nz/manual/moneyworks_orders_entering_a_sales_order.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_orders_entering_a_sales_order.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:01:20	12335/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:01:19%20GMT	https://cognito.co.nz/manual/moneyworks_orders_shipping_goods.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_orders_shipping_goods.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:01:23	10625/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:01:23%20GMT	https://cognito.co.nz/manual/moneyworks_orders_updating_the_ship_quantities_on_a_sales_order.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_orders_updating_the_ship_quantities_on_a_sales_order.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:01:25	10477/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:01:25%20GMT	https://cognito.co.nz/manual/moneyworks_orders_when_a_quote_is_accepted.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_orders_when_a_quote_is_accepted.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:01:28	9337/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:01:28%20GMT	https://cognito.co.nz/manual/moneyworks_orders_quote_templates.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_orders_quote_templates.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
21:01:31	9175/-1	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jun%202025%2019:01:30%20GMT	https://cognito.co.nz/manual/moneyworks_orders_inwards_goods.html	/Users/hjonck/Development/gitprojects/AgileWorksZA/mw-core/mirror/manual/manual/moneyworks_orders_inwards_goods.html	(from https://cognito.co.nz/manual/moneyworks_index_extended.html)
